SL No,SysObjectID,Brand,Model,Device Category,Unity Category
11994,1.3.6.1.4.1.3224.1.2,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN 5,,
11995,1.3.6.1.4.1.3224.1.21,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN 5GT-WLAN,,
11996,1.3.6.1.4.1.3224.1.23,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN 5GT-ADSL-ANNEXA-WLAN,,
11997,1.3.6.1.4.1.3224.1.25,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN 5GT-ADSL-ANNEXB-WLAN,,
11998,1.3.6.1.4.1.3224.1.28,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN ISG 1000,,
11999,1.3.6.1.4.1.3224.1.29,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG5,,
12000,1.3.6.1.4.1.3224.1.3,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN 10,,
12001,1.3.6.1.4.1.3224.1.30,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG5-ISDN,,
12002,1.3.6.1.4.1.3224.1.31,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG5-V92,,
12003,1.3.6.1.4.1.3224.1.32,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG5-SERIAL-WLAN,,
12004,1.3.6.1.4.1.3224.1.33,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG5-ISDN-WLAN,,
12005,1.3.6.1.4.1.3224.1.34,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG5-V92-WLAN,,
12006,1.3.6.1.4.1.3224.1.35,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG-20,,
12007,1.3.6.1.4.1.3224.1.36,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG20-WLAN,,
12008,1.3.6.1.4.1.3224.1.4,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN 100,,
12009,1.3.6.1.4.1.3224.1.5,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN 1000,,
12010,1.3.6.1.4.1.3224.1.50,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG-520,,
12011,1.3.6.1.4.1.3224.1.51,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG550M,,
12012,1.3.6.1.4.1.3224.1.52,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG140,,
12013,1.3.6.1.4.1.3224.1.53,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG140,,
12014,1.3.6.1.4.1.3224.1.54,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG320M,,
12015,1.3.6.1.4.1.3224.1.55,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN SSG350M,,
12016,1.3.6.1.4.1.3224.1.6,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN 500,,
12017,1.3.6.1.4.1.3224.1.7,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN 50,,
12018,1.3.6.1.4.1.3224.1.8,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN 50,,
12019,1.3.6.1.4.1.3224.1.9,"NETSCREEN TECHNOLOGIES, INC.",NETSCREEN 204,,
12020,1.3.6.1.4.1.8072.3.2.1,NET-SNMP,HPUX9,,
12021,1.3.6.1.4.1.8072.3.2.10,NET-SNMP,EXTRAHOP PLATFORM,Server,Server
12022,1.3.6.1.4.1.8072.3.2.10.1,NET-SNMP,NET-SNMP AGENT 5.1,Server,Server
12023,1.3.6.1.4.1.8072.3.2.11,NET-SNMP,BSDI,,
12024,1.3.6.1.4.1.8072.3.2.12,NET-SNMP,OPENBSD,,
12025,1.3.6.1.4.1.8072.3.2.13,NET-SNMP,WIN32,,
12026,1.3.6.1.4.1.8072.3.2.14,NET-SNMP,HPUX11,,
12027,1.3.6.1.4.1.8072.3.2.15,NET-SNMP,AIX,,
12028,1.3.6.1.4.1.8072.3.2.16,NET-SNMP,MACOSX,,
12029,1.3.6.1.4.1.8072.3.2.2,NET-SNMP,SUNOS4,,
12030,1.3.6.1.4.1.8072.3.2.255,NET-SNMP,AIRPORT BASE STATION,,
12031,1.3.6.1.4.1.8072.3.2.3,NET-SNMP,SUN ZFS STORAGE 7335,,
12032,1.3.6.1.4.1.8072.3.2.4,NET-SNMP,OSF,,
12033,1.3.6.1.4.1.8072.3.2.5,NET-SNMP,ULTRIX,,
12034,1.3.6.1.4.1.8072.3.2.6,NET-SNMP,HPUX10,,
12035,1.3.6.1.4.1.8072.3.2.7,NET-SNMP,NETBSD1,,
12036,1.3.6.1.4.1.8072.3.2.8,NET-SNMP,FREEBSD,,
12037,1.3.6.1.4.1.8072.3.2.9,NET-SNMP,IRIX,,
12038,1.3.6.1.4.1.1080.1.4.1,"NETSTAR, INC.",LUCENT IPSWGRF400,,
12039,1.3.6.1.4.1.21695.1,NET-TRACK GMBH,BLUENET BN2000 (21043),DS,DS
12040,1.3.6.1.4.1.789,NETWORK APPLIANCE CORPORATION,CN1610,,
12041,1.3.6.1.4.1.789.1.1.1,NETWORK APPLIANCE CORPORATION,NETAPP RELEASE 5.3.4R392,,
12042,1.3.6.1.4.1.789.1123.2,NETWORK APPLIANCE CORPORATION,NETAPP E2800,,
12043,1.3.6.1.4.1.789.2.1,NETWORK APPLIANCE CORPORATION,FAS3020,,
12044,1.3.6.1.4.1.789.2.2,NETWORK APPLIANCE CORPORATION,C3100,,
12045,1.3.6.1.4.1.789.2.3,NETWORK APPLIANCE CORPORATION,FAS2040,,
12046,1.3.6.1.4.1.789.2.4,NETWORK APPLIANCE CORPORATION,NETAPP NODE,,
12047,1.3.6.1.4.1.789.2.5,NETWORK APPLIANCE CORPORATION,NETAPP CLUSTER,,
12048,1.3.6.1.4.1.789.2.6,NETWORK APPLIANCE CORPORATION,NETAPP VSERVER,,
12049,1.3.6.1.4.1.789.4413,NETWORK APPLIANCE CORPORATION,CN1610,,
12050,1.3.6.1.4.1.31645.1.1.1.3,NETWORK CRITICAL,SMARTNA_SNAM_1U,,
12051,1.3.6.1.4.1.1977,"NETWORK HARMONI, INC.",HARMONI HOST,,
12052,1.3.6.1.4.1.1977.1.6.1279.1,"NETWORK HARMONI, INC.",GENERIC_AGENT,,
12053,1.3.6.1.4.1.2505.1,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY4000,,
12054,1.3.6.1.4.1.2505.10,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY ROUTER,,
12055,1.3.6.1.4.1.2505.1010,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 1010,,
12056,1.3.6.1.4.1.2505.1050,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 1050,,
12057,1.3.6.1.4.1.2505.1100,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 1100,,
12058,1.3.6.1.4.1.2505.12,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY EXTRANET SWITCH V04_07.021,,
12059,1.3.6.1.4.1.2505.13,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY EXTRANET SWITCH V04_06.120,,
12060,1.3.6.1.4.1.2505.1700,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 1700 VPN ROUTER,,
12061,1.3.6.1.4.1.2505.1740,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 1740 VPN ROUTER,,
12062,1.3.6.1.4.1.2505.1750,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 1750 VPN ROUTER,,
12063,1.3.6.1.4.1.2505.2,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 2000,,
12064,1.3.6.1.4.1.2505.2700,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 1750 VPN ROUTER,,
12065,1.3.6.1.4.1.2505.3,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY1000,,
12066,1.3.6.1.4.1.2505.4,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY HQ 4500,,
12067,1.3.6.1.4.1.2505.5,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 1500,,
12068,1.3.6.1.4.1.2505.5000,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY EXTRANET SWITCH 5000,,
12069,1.3.6.1.4.1.2505.6,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 2500,,
12070,1.3.6.1.4.1.2505.600,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 600,,
12071,1.3.6.1.4.1.2505.7,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 1600,,
12072,1.3.6.1.4.1.2505.8,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY 2600,,
12073,1.3.6.1.4.1.2505.9,"NEW OAK COMMUNICATIONS, INC.",CONTIVITY HQ 4600,,
12074,1.3.6.1.4.1.7684.1.2.1,NEXTONE COMMUNICATIONS,S3 SESSION BORDER CONTROLLER,,
12075,1.3.6.1.4.1.5713.1.1.2.4,NIKSUN INC.,NETCVR RMON DEVICE,,
12076,1.3.6.1.4.1.23128.1000.1.1,"NITROSECURITY, INC.",ENTERPRISE SECURITY MANAGER,,
12077,1.3.6.1.4.1.23128.1000.11.1,"NITROSECURITY, INC.",ADVANCED CORRELATION ENGINE,,
12078,1.3.6.1.4.1.23128.1000.3.1,"NITROSECURITY, INC.",EVENT RECEIVER,,
12079,1.3.6.1.4.1.23128.1000.7.1,"NITROSECURITY, INC.",ENTERPRISE LOG MANAGER,,
12080,1.3.6.1.4.1.637.61.1,NOKIA,ASAM,,
12081,1.3.6.1.4.1.637.64.4400.1.1.10,NOKIA,OMNI PCX,,
12082,1.3.6.1.4.1.637.69.2.1.1.63,NOKIA,7670 RSP,,
12083,1.3.6.1.4.1.637.69.2.1.1.64,NOKIA,7670-ESE,,
12084,1.3.6.1.4.1.6527,NOKIA,7302 ISAM DSLAM,,
12085,1.3.6.1.4.1.6527.1.12.1,NOKIA,7750MGSR7,,
12086,1.3.6.1.4.1.6527.1.12.2,NOKIA,7750MGSR12,,
12087,1.3.6.1.4.1.6527.1.15.1,NOKIA,ALU-7950-XRS,,
12088,1.3.6.1.4.1.6527.1.18.1,NOKIA,NUAGE NETWORKS 7850 VSA,,
12089,1.3.6.1.4.1.6527.1.18.3,NOKIA,NUAGE-VSC,,
12090,1.3.6.1.4.1.6527.1.18.4,NOKIA,NUAGE NETWORKS 210 WBX,,
12091,1.3.6.1.4.1.6527.1.3.1,NOKIA,7750 SR1,,
12092,1.3.6.1.4.1.6527.1.3.15,NOKIA,7750 SR,,
12093,1.3.6.1.4.1.6527.1.3.2,NOKIA,7750 SR4,,
12094,1.3.6.1.4.1.6527.1.3.3,NOKIA,SR 7750,,
12095,1.3.6.1.4.1.6527.1.3.4,NOKIA,7750 SR7,,
12096,1.3.6.1.4.1.6527.1.3.5,NOKIA,7750 SR6,,
12097,1.3.6.1.4.1.6527.1.3.6,NOKIA,7750 SRC12,,
12098,1.3.6.1.4.1.6527.1.3.7,NOKIA,7750 SRC4,,
12099,1.3.6.1.4.1.6527.1.3.8,NOKIA,7750 SR,,
12100,1.3.6.1.4.1.6527.1.3.9,NOKIA,7750 SR,,
12101,1.3.6.1.4.1.6527.1.6.1,NOKIA,7450 ESS1,,
12102,1.3.6.1.4.1.6527.1.6.2,NOKIA,7450 ESS4,,
12103,1.3.6.1.4.1.6527.1.6.3,NOKIA,7450 ESS7,,
12104,1.3.6.1.4.1.6527.1.6.4,NOKIA,7450 ESS,,
12105,1.3.6.1.4.1.6527.1.6.5,NOKIA,7450 ESS6,,
12106,1.3.6.1.4.1.6527.1.6.6,NOKIA,7450 ESS6V,,
12107,1.3.6.1.4.1.6527.1.9.1,NOKIA,7710SR-C12,,
12108,1.3.6.1.4.1.6527.1.9.2,NOKIA,7710SR-C4,,
12109,1.3.6.1.4.1.6527.6.1.1.2.1,NOKIA,7705SAR-8,,
12110,1.3.6.1.4.1.6527.6.1.1.2.11,NOKIA,SAR-H7705,,
12111,1.3.6.1.4.1.6527.6.1.1.2.12,NOKIA,7705 SAR-HC,,
12112,1.3.6.1.4.1.6527.6.1.1.2.2,NOKIA,7705 SAR-F,,
12113,1.3.6.1.4.1.6527.6.1.1.2.5,NOKIA,SAR-7705,,
12114,1.3.6.1.4.1.6527.6.2.1.2.1,NOKIA,7210 SAS-E,,
12115,1.3.6.1.4.1.6527.6.2.1.2.2.1,NOKIA,7210SAS-M,,
12116,1.3.6.1.4.1.6527.6.2.1.2.2.2,NOKIA,7210 SAS-M,,
12117,1.3.6.1.4.1.6527.6.2.1.2.2.3,NOKIA,7210 SAS-M,,
12118,1.3.6.1.4.1.6527.6.2.1.2.4.1,NOKIA,ESS 7540,,
12119,1.3.6.1.4.1.6527.6.2.1.2.4.2,NOKIA,7210 SAS-D,,
12120,1.3.6.1.4.1.6527.6.2.1.2.5.1,NOKIA,7210 SAS-T 12F10T 4XFP-1,,
12121,1.3.6.1.4.1.6527.6.2.1.2.5.2,NOKIA,7210 SAS-T,,
12122,1.3.6.1.4.1.6527.6.2.1.2.8.1,NOKIA,ESS,,
12123,1.3.6.1.4.1.6527.6.2.1.2.9.14,NOKIA,7210 SAS-SX,,
12124,1.3.6.1.4.1.6527.6.2.1.2.9.7,NOKIA,7210 SAS-SX,,
12125,1.3.6.1.4.1.7483.1.3.1.6,NOKIA,1830 PSS,,
12126,1.3.6.1.4.1.94.1.21.2.1.1,NOKIA,IP380,,
12127,1.3.6.1.4.1.94.1.21.2.1.10,NOKIA,IP110,,
12128,1.3.6.1.4.1.94.1.21.2.1.11,NOKIA,IP530,,
12129,1.3.6.1.4.1.94.1.21.2.1.12,NOKIA,IP740,,
12130,1.3.6.1.4.1.94.1.21.2.1.128,NOKIA,IPSOVPNUNKWN,,
12131,1.3.6.1.4.1.94.1.21.2.1.129,NOKIA,VPN1RL50,,
12132,1.3.6.1.4.1.94.1.21.2.1.13,NOKIA,IP3400,,
12133,1.3.6.1.4.1.94.1.21.2.1.130,NOKIA,VPN1RL250,,
12134,1.3.6.1.4.1.94.1.21.2.1.131,NOKIA,VPN1RL500,,
12135,1.3.6.1.4.1.94.1.21.2.1.132,NOKIA,VPN1RLU,,
12136,1.3.6.1.4.1.94.1.21.2.1.133,NOKIA,VPN210,,
12137,1.3.6.1.4.1.94.1.21.2.1.134,NOKIA,VPN220,,
12138,1.3.6.1.4.1.94.1.21.2.1.135,NOKIA,VPN230,,
12139,1.3.6.1.4.1.94.1.21.2.1.136,NOKIA,VPN240,,
12140,1.3.6.1.4.1.94.1.21.2.1.137,NOKIA,IP380,,
12141,1.3.6.1.4.1.94.1.21.2.1.138,NOKIA,IP350,,
12142,1.3.6.1.4.1.94.1.21.2.1.139,NOKIA,IP1220,,
12143,1.3.6.1.4.1.94.1.21.2.1.14,NOKIA,IPSO IP2250,,
12144,1.3.6.1.4.1.94.1.21.2.1.140,NOKIA,IP1260,,
12145,1.3.6.1.4.1.94.1.21.2.1.141,NOKIA,IP260,,
12146,1.3.6.1.4.1.94.1.21.2.1.142,NOKIA,IP265,,
12147,1.3.6.1.4.1.94.1.21.2.1.143,NOKIA,IP2255,,
12148,1.3.6.1.4.1.94.1.21.2.1.144,NOKIA,IP390,,
12149,1.3.6.1.4.1.94.1.21.2.1.145,NOKIA,IP560,,
12150,1.3.6.1.4.1.94.1.21.2.1.146,NOKIA,IP290,,
12151,1.3.6.1.4.1.94.1.21.2.1.147,NOKIA,IP690,,
12152,1.3.6.1.4.1.94.1.21.2.1.148,NOKIA,IP2450,,
12153,1.3.6.1.4.1.94.1.21.2.1.149,NOKIA,IP1280,,
12154,1.3.6.1.4.1.94.1.21.2.1.15,NOKIA,IP710,,
12155,1.3.6.1.4.1.94.1.21.2.1.150,NOKIA,SC6600,,
12156,1.3.6.1.4.1.94.1.21.2.1.151,NOKIA,IP150,,
12157,1.3.6.1.4.1.94.1.21.2.1.152,NOKIA,IP282,,
12158,1.3.6.1.4.1.94.1.21.2.1.160,NOKIA,IPSO 50S,,
12159,1.3.6.1.4.1.94.1.21.2.1.161,NOKIA,IPSO 60S,,
12160,1.3.6.1.4.1.94.1.21.2.1.162,NOKIA,IPSO 100S,,
12161,1.3.6.1.4.1.94.1.21.2.1.163,NOKIA,IPSO 500S,,
12162,1.3.6.1.4.1.94.1.21.2.1.2,NOKIA,IP4XX,,
12163,1.3.6.1.4.1.94.1.21.2.1.3,NOKIA,IP400,,
12164,1.3.6.1.4.1.94.1.21.2.1.4,NOKIA,IP410,,
12165,1.3.6.1.4.1.94.1.21.2.1.5,NOKIA,IP440,,
12166,1.3.6.1.4.1.94.1.21.2.1.6,NOKIA,IP6XX,,
12167,1.3.6.1.4.1.94.1.21.2.1.7,NOKIA,IP600,,
12168,1.3.6.1.4.1.94.1.21.2.1.8,NOKIA,IP300/IP385/IP650,,
12169,1.3.6.1.4.1.94.1.21.2.1.9,NOKIA,IP3XX,,
12170,1.3.6.1.4.1.94.1.33,NOKIA,WAP SERVER,,
12171,1.3.6.1.4.1.94.49,NOKIA,M1122,,
12172,1.3.6.1.4.1.469.1000.1.10,NORAND CORPORATION,AP131,,
12173,1.3.6.1.4.1.469.1000.1.13,NORAND CORPORATION,WA21,,
12174,1.3.6.1.4.1.469.1000.1.14,NORAND CORPORATION,WA22 AP,,
12175,1.3.6.1.4.1.469.1000.1.6,NORAND CORPORATION,UAP,,
12176,1.3.6.1.4.1.469.1000.1.9,NORAND CORPORATION,2100 AP,,
12177,1.3.6.1.4.1.2865.1,NORTEL NETWORKS – OPTICAL METRO,OPTERA5000,,
12178,1.3.6.1.4.1.562.2.1.1,"NORTHERN TELECOM, LTD.",PASSPORT 6440,,
12179,1.3.6.1.4.1.562.2.1.11,"NORTHERN TELECOM, LTD.",PASSPORT 6420,,
12180,1.3.6.1.4.1.562.2.1.2,"NORTHERN TELECOM, LTD.",PASSPORT 6480,,
12181,1.3.6.1.4.1.562.3,"NORTHERN TELECOM, LTD.",CALLSERVER CS1000E,,
12182,1.3.6.1.4.1.562.3.11.2,"NORTHERN TELECOM, LTD.",ITG,,
12183,1.3.6.1.4.1.562.3.11.5,"NORTHERN TELECOM, LTD.",VGMC,,
12184,1.3.6.1.4.1.562.3.12,"NORTHERN TELECOM, LTD.",NRS,,
12185,1.3.6.1.4.1.562.3.13,"NORTHERN TELECOM, LTD.",ECM,,
12186,1.3.6.1.4.1.562.3.14,"NORTHERN TELECOM, LTD.",CS1K-60,,
12187,1.3.6.1.4.1.562.3.21,"NORTHERN TELECOM, LTD.",CS 1000,,
12188,1.3.6.1.4.1.562.3.7,"NORTHERN TELECOM, LTD.",MGC,,
12189,1.3.6.1.4.1.562.36.1.1,"NORTHERN TELECOM, LTD.",PASSPT 7440,,
12190,1.3.6.1.4.1.562.36.1.2,"NORTHERN TELECOM, LTD.",PASSPT 7480,,
12191,1.3.6.1.4.1.562.36.1.3,"NORTHERN TELECOM, LTD.",PASSPT VR,,
12192,1.3.6.1.4.1.562.36.1.4,"NORTHERN TELECOM, LTD.",PASSPT 15000,,
12193,1.3.6.1.4.1.562.37.1.1,"NORTHERN TELECOM, LTD.",BUSINESS COMMUNICATIONS MANAGER 2.5,,
12194,1.3.6.1.4.1.562.37.1.4,"NORTHERN TELECOM, LTD.",BCM 50,,
12195,1.3.6.1.4.1.562.37.1.7,"NORTHERN TELECOM, LTD.",BUSINESS COMMUNICATIONS MANAGER 4.0,,
12196,1.3.6.1.4.1.562.37.1.8,"NORTHERN TELECOM, LTD.",SURVIVABLE REMOTE GATEWAY (SRG),,
12197,1.3.6.1.4.1.562.4.2.1,"NORTHERN TELECOM, LTD.",DMSSUPERNODE,,
12198,1.3.6.1.4.1.562.4.2.2,"NORTHERN TELECOM, LTD.",DMS SUPERNODE,,
12199,1.3.6.1.4.1.562.68.11,"NORTHERN TELECOM, LTD.",6500,,
12200,1.3.6.1.4.1.562.73.2.2.2.1,"NORTHERN TELECOM, LTD.",SR 3120,,
12201,1.3.6.1.4.1.562.73.2.2.3.1,"NORTHERN TELECOM, LTD.",SR 1001,,
12202,1.3.6.1.4.1.562.73.2.2.3.2,"NORTHERN TELECOM, LTD.",SR 1002,,
12203,1.3.6.1.4.1.562.73.2.2.3.3,"NORTHERN TELECOM, LTD.",SR 1004,,
12204,1.3.6.1.4.1.562.73.2.2.3.5,"NORTHERN TELECOM, LTD.",SR 1004E,,
12205,1.3.6.1.4.1.562.73.2.2.4.1.1,"NORTHERN TELECOM, LTD.",SR4134,,
12206,1.3.6.1.4.1.562.73.2.2.5.1.1,"NORTHERN TELECOM, LTD.",SR 4134,,
12207,1.3.6.1.4.1.23,NOVELL,HOST,,
12208,1.3.6.1.4.1.23.1.6,NOVELL,NETWARE 5.00.10,,
12209,1.3.6.1.4.1.23.1.6.4.11,NOVELL,NEWWARE 4.11,,
12210,1.3.6.1.4.1.23.1.6.5,NOVELL,NEWWARE 5.00G,,
12211,1.3.6.1.4.1.23.100.1,NOVELL,ICHAIN 2.3,,
12212,1.3.6.1.4.1.1550.1,NUERA COMMUNICATION INC.,F200,,
12213,1.3.6.1.4.1.1550.2.17,NUERA COMMUNICATION INC.,ORCARDT,,
12214,1.3.1.6.1.4.1.2505.3,NXNETWORKS,VPN ROUTER 1000,,
12215,1.3.6.1.2.1.1.2.641.2.71107164,NXNETWORKS,E-STUDIO 305CS,,
12216,1.3.6.1.2.1.1.2.641.52.71107349,NXNETWORKS,E-STUDIO 338CS,,
12217,1.3.6.1.2.1.1.3.2001.1.1.1.1,NXNETWORKS,E-STUDIO 223CS,,
12218,1.3.6.1.4.1.1.1.1.55,NXNETWORKS,GT 60,,
12219,1.3.6.1.4.1.1.1.1.66,NXNETWORKS,GTX 1000,,
12220,1.3.6.1.4.1.1.2.826.0.1.4616240.1.1.4500,NXNETWORKS,CISCOMCU4500,,
12221,1.3.6.1.4.1.1.2.826.0.1.4616240.1.1.4501,NXNETWORKS,CISCOMCU4501,,
12222,1.3.6.1.4.1.1.2.826.0.1.4616240.1.1.4505,NXNETWORKS,CISCOMCU4505,,
12223,1.3.6.1.4.1.1.2.826.0.1.4616240.1.1.4510,NXNETWORKS,CISCOMCU4510,,
12224,1.3.6.1.4.1.1.2.826.0.1.4616240.1.1.4515,NXNETWORKS,CISCOMCU4515,,
12225,1.3.6.1.4.1.1.2.826.0.1.4616240.1.1.4520,NXNETWORKS,CISCOMCU4520,,
12226,1.3.6.1.4.1.1.2.826.0.1.4616240.1.1.7010,NXNETWORKS,CISCOTPSERVER7010,,
12227,1.3.6.1.4.1.1.2.826.0.1.4616240.1.1.8420,NXNETWORKS,CISCOMSE8420,,
12228,1.3.6.1.4.1.1.2.826.0.1.4616240.1.1.8510,NXNETWORKS,CISCOMSE8510,,
12229,1.3.6.1.4.1.1.2.826.0.1.4616240.1.1.8710,NXNETWORKS,CISCOTPSERVERMSE8710,,
12230,1.3.6.1.4.1.1.2.826.0.1.4616240.1.7.8050,NXNETWORKS,CISCOMSE8050,,
12231,1.3.6.1.4.1.7393.1.2,"OASYS TELECOM, INC.",EXCHANGEMUXII,,
12232,1.3.6.1.4.1.1552.20.10.2,OCé TECHNOLOGIES BV,VARIOPRINT 6220,,
12233,1.3.6.1.4.1.1552.20.10.3.3600,OCé TECHNOLOGIES BV,COLORWAVE 600,,
12234,1.3.6.1.4.1.1552.20.14.3.3650,OCé TECHNOLOGIES BV,COLORWAVE650,,
12235,1.3.6.1.4.1.1552.20.14.3.4900,OCé TECHNOLOGIES BV,PLOTWAVE 900,,
12236,1.3.6.1.4.1.1552.20.20.3.2300,OCé TECHNOLOGIES BV,COLORWAVE300,,
12237,1.3.6.1.4.1.662.1.1.7.28.4.0.0,OCTEL COMMUNICATIONS CORP.,OCTEL-200 VOICE MAIL SYSTEM,,
12238,1.3.6.1.4.1.2001.1.1.1.1,OKI DATA CORPORATION,OKILAN 8100E,,
12239,1.3.6.1.4.1.285.9.25,OLICOM A/S,OLI-8000,,
12240,1.3.6.1.4.1.285.9.26,OLICOM A/S,OLI-8600,,
12241,1.3.6.1.4.1.285.9.27,OLICOM A/S,OLI-2000,,
12242,1.3.6.1.4.1.7342.1.1,OMNITRON SYSTEMS TECHNOLOGY,MEDIA CONVERTER,,
12243,1.3.6.1.4.1.12196.250.10,ONE4NET GMBH,LOADMASTER,,
12244,1.3.6.1.4.1.13191.1.1.1,ONEACCESS,ONE10,,
12245,1.3.6.1.4.1.13191.1.1.10,ONEACCESS,ONE100,,
12246,1.3.6.1.4.1.13191.1.1.100,ONEACCESS,PBXPLUG8,,
12247,1.3.6.1.4.1.13191.1.1.1000,ONEACCESS,LIVEBOX BUSINESS 4G,,
12248,1.3.6.1.4.1.13191.1.1.11,ONEACCESS,ONE100D,,
12249,1.3.6.1.4.1.13191.1.1.110,ONEACCESS,PBXPLUG30,,
12250,1.3.6.1.4.1.13191.1.1.111,ONEACCESS,PBXPLUG-1P-2B,,
12251,1.3.6.1.4.1.13191.1.1.112,ONEACCESS,PBXPLUG-1P-2B-L,,
12252,1.3.6.1.4.1.13191.1.1.113,ONEACCESS,PBXPLUG-4B,,
12253,1.3.6.1.4.1.13191.1.1.114,ONEACCESS,PBXPLUG-4B-L,,
12254,1.3.6.1.4.1.13191.1.1.115,ONEACCESS,PBXPLUG-4B-V2,,
12255,1.3.6.1.4.1.13191.1.1.116,ONEACCESS,PBXPLUG-6B,,
12256,1.3.6.1.4.1.13191.1.1.117,ONEACCESS,PBXPLUG-6B-L,,
12257,1.3.6.1.4.1.13191.1.1.118,ONEACCESS,PBXPLUG-212,,
12258,1.3.6.1.4.1.13191.1.1.119,ONEACCESS,PBXPLUG-602,,
12259,1.3.6.1.4.1.13191.1.1.130,ONEACCESS,LBB130,,
12260,1.3.6.1.4.1.13191.1.1.131,ONEACCESS,LBB131,,
12261,1.3.6.1.4.1.13191.1.1.132,ONEACCESS,LBB132,,
12262,1.3.6.1.4.1.13191.1.1.133,ONEACCESS,LBB133,,
12263,1.3.6.1.4.1.13191.1.1.134,ONEACCESS,LBB134,,
12264,1.3.6.1.4.1.13191.1.1.135,ONEACCESS,LBB135,,
12265,1.3.6.1.4.1.13191.1.1.139,ONEACCESS,LBB139,,
12266,1.3.6.1.4.1.13191.1.1.140,ONEACCESS,LBB140,,
12267,1.3.6.1.4.1.13191.1.1.141,ONEACCESS,LBB141,,
12268,1.3.6.1.4.1.13191.1.1.142,ONEACCESS,LBB142,,
12269,1.3.6.1.4.1.13191.1.1.1440,ONEACCESS,1440,,
12270,1.3.6.1.4.1.13191.1.1.145,ONEACCESS,LBB145,,
12271,1.3.6.1.4.1.13191.1.1.148,ONEACCESS,LBB148,,
12272,1.3.6.1.4.1.13191.1.1.149,ONEACCESS,LBB149,,
12273,1.3.6.1.4.1.13191.1.1.15,ONEACCESS,ONE150,,
12274,1.3.6.1.4.1.13191.1.1.1510,ONEACCESS,ONE1510,,
12275,1.3.6.1.4.1.13191.1.1.1520,ONEACCESS,ONE1520,,
12276,1.3.6.1.4.1.13191.1.1.1540,ONEACCESS,ONE1540,,
12277,1.3.6.1.4.1.13191.1.1.1560,ONEACCESS,ONE1560,,
12278,1.3.6.1.4.1.13191.1.1.18,ONEACCESS,ONE180,,
12279,1.3.6.1.4.1.13191.1.1.2,ONEACCESS,ONE20,,
12280,1.3.6.1.4.1.13191.1.1.20,ONEACCESS,ONE200,,
12281,1.3.6.1.4.1.13191.1.1.210,ONEACCESS,LBB210,,
12282,1.3.6.1.4.1.13191.1.1.219,ONEACCESS,LBB219,,
12283,1.3.6.1.4.1.13191.1.1.230,ONEACCESS,LBB230,,
12284,1.3.6.1.4.1.13191.1.1.231,ONEACCESS,LBB231,,
12285,1.3.6.1.4.1.13191.1.1.236,ONEACCESS,LBB236,,
12286,1.3.6.1.4.1.13191.1.1.240,ONEACCESS,LBB240,,
