SL No,SysObjectID,Brand,Model,Device Category,Unity Category
2527,1.3.6.1.4.1.9.5.1959,CISCO,CATALYST 4506,Switch,Switch
2528,1.3.6.1.4.1.9.5.1961,CISCO,CATALYST 6509 NEB,Switch,Switch
2529,1.3.6.1.4.1.9.5.1962,CISCO,CATALYST 2948G-GE-TX,Switch,Switch
2530,1.3.6.1.4.1.9.5.1964,CISCO,CATALYST 6504,Switch,Switch
2531,1.3.6.1.4.1.9.5.2,CISCO,ADAPTER CARD,Network Module,Network Module
2532,1.3.6.1.4.1.9.5.20,CISCO,CATALYST 2820,Switch,Switch
2533,1.3.6.1.4.1.9.5.2007,CISCO,CATALYST 5000,Switch,Switch
2534,1.3.6.1.4.1.9.5.2012,CISCO,CATALYST 2900,Switch,Switch
2535,1.3.6.1.4.1.9.5.2017,CISCO,CATALYST 5500,Switch,Switch
2536,1.3.6.1.4.1.9.5.2018,CISCO,CATALYST 1900,Switch,Switch
2537,1.3.6.1.4.1.9.5.2020,CISCO,CATALYST 2820,Switch,Switch
2538,1.3.6.1.4.1.9.5.2028,CISCO,CATALYST 1900C,Switch,Switch
2539,1.3.6.1.4.1.9.5.2029,CISCO,CATALYST 5502,Switch,Switch
2540,1.3.6.1.4.1.9.5.21,CISCO,1420 ETHERSWITCH,Switch,Switch
2541,1.3.6.1.4.1.9.5.22,CISCO,DCD,Switch,Switch
2542,1.3.6.1.4.1.9.5.23,CISCO,CAT_3100,Switch,Switch
2543,1.3.6.1.4.1.9.5.24,CISCO,1420 ETHERSWITCH,Switch,Switch
2544,1.3.6.1.4.1.9.5.247,CISCO,CATALYST 3500 XL,Switch,Switch
2545,1.3.6.1.4.1.9.5.25,CISCO,CPW1601,Switch,Switch
2546,1.3.6.1.4.1.9.5.26,CISCO,CAT_3001,Switch,Switch
2547,1.3.6.1.4.1.9.5.27,CISCO,ETHERSWITCH 1220C,Switch,Switch
2548,1.3.6.1.4.1.9.5.28,CISCO,CATALYST 1900C,Switch,Switch
2549,1.3.6.1.4.1.9.5.29,CISCO,CATALYST 5502,Switch,Switch
2550,1.3.6.1.4.1.9.5.3,CISCO,WSC1000,Switch,Switch
2551,1.3.6.1.4.1.9.5.30,CISCO,CPW1220I,Switch,Switch
2552,1.3.6.1.4.1.9.5.31,CISCO,CATALYST 1900I,Switch,Switch
2553,1.3.6.1.4.1.9.5.32,CISCO,TSSTACK,Switch,Switch
2554,1.3.6.1.4.1.9.5.33,CISCO,3900,Router,Router
2555,1.3.6.1.4.1.9.5.34,CISCO,CATALYST 5505,Switch,Switch
2556,1.3.6.1.4.1.9.5.35,CISCO,CATALYST 2926,Switch,Switch
2557,1.3.6.1.4.1.9.5.36,CISCO,CATALYST 5509,Switch,Switch
2558,1.3.6.1.4.1.9.5.37,CISCO,WSC 3920,Switch,Switch
2559,1.3.6.1.4.1.9.5.38,CISCO,CATALYST 6006,Switch,Switch
2560,1.3.6.1.4.1.9.5.39,CISCO,CATALYST 6009,Switch,Switch
2561,1.3.6.1.4.1.9.5.4,CISCO,WSC1100,Switch,Switch
2562,1.3.6.1.4.1.9.5.40,CISCO,CATALYST 4003,Switch,Switch
2563,1.3.6.1.4.1.9.5.41,CISCO,CATALYST 4912,Switch,Switch
2564,1.3.6.1.4.1.9.5.42,CISCO,CATALYST 2948,Switch,Switch
2565,1.3.6.1.4.1.9.5.44,CISCO,CATALYST 6509,Switch,Switch
2566,1.3.6.1.4.1.9.5.45,CISCO,CATALYST 6506,Switch,Switch
2567,1.3.6.1.4.1.9.5.46,CISCO,CATALYST 4006,Switch,Switch
2568,1.3.6.1.4.1.9.5.47,CISCO,CATALYST 6509-NEB,Switch,Switch
2569,1.3.6.1.4.1.9.5.48,CISCO,CAT6KNAM,Switch,Switch
2570,1.3.6.1.4.1.9.5.49,CISCO,CATALYST 2980G,Switch,Switch
2571,1.3.6.1.4.1.9.5.5,CISCO,SWCAT1200,Switch,Switch
2572,1.3.6.1.4.1.9.5.50,CISCO,CATALYST 6513,Switch,Switch
2573,1.3.6.1.4.1.9.5.51,CISCO,CATALYST 2980G-A,Switch,Switch
2574,1.3.6.1.4.1.9.5.53,CISCO,7603,Router,Router
2575,1.3.6.1.4.1.9.5.54,CISCO,7606,Router,Router
2576,1.3.6.1.4.1.9.5.55,CISCO,7609,Router,Router
2577,1.3.6.1.4.1.9.5.56,CISCO,CATALYST 6503,Switch,Switch
2578,1.3.6.1.4.1.9.5.58,CISCO,CATALYST 4503,Switch,Switch
2579,1.3.6.1.4.1.9.5.59,CISCO,CATALYST 4506,Switch,Switch
2580,1.3.6.1.4.1.9.5.6,CISCO,HUBCAT1400,Switch,Switch
2581,1.3.6.1.4.1.9.5.60,CISCO,7613,Router,Router
2582,1.3.6.1.4.1.9.5.61,CISCO,CATALYST 6509 NEB,Switch,Switch
2583,1.3.6.1.4.1.9.5.62,CISCO,CATALYST 2948G-GE-TX,Switch,Switch
2584,1.3.6.1.4.1.9.5.63,CISCO,7604,Router,Router
2585,1.3.6.1.4.1.9.5.64,CISCO,CATALYST 6504,Switch,Switch
2586,1.3.6.1.4.1.9.5.7,CISCO,CATALYST 5000,Switch,Switch
2587,1.3.6.1.4.1.9.5.8,CISCO,1600 ROUTER,Router,Router
2588,1.3.6.1.4.1.9.5.9,CISCO,CPW1600,Switch,Switch
2589,1.3.6.1.4.1.9.5.99,CISCO,762,Router,Router
2590,1.3.6.1.4.1.9.6.1.32.121,CISCO,WAP 121,Wireless Access Point (WAP),Wireless Access Point (WAP)
2591,1.3.6.1.4.1.9.6.1.32.131,CISCO,WAP 131,Wireless Access Point (WAP),Wireless Access Point (WAP)
2592,1.3.6.1.4.1.9.6.1.32.321,CISCO,WAP 321,Wireless Access Point (WAP),Wireless Access Point (WAP)
2593,1.3.6.1.4.1.9.6.1.32.351,CISCO,WAP 351,Wireless Access Point (WAP),Wireless Access Point (WAP)
2594,1.3.6.1.4.1.9.6.1.32.4410.1,CISCO,WAP4410N,Wireless Access Point (WAP),Wireless Access Point (WAP)
2595,1.3.6.1.4.1.9.6.1.32.551,CISCO,WAP 551,Wireless Access Point (WAP),Wireless Access Point (WAP)
2596,1.3.6.1.4.1.9.6.1.32.561,CISCO,WAP 561,Wireless Access Point (WAP),Wireless Access Point (WAP)
2597,1.3.6.1.4.1.9.6.1.34.371,CISCO,WAP 371,Wireless Access Point (WAP),Wireless Access Point (WAP)
2598,1.3.6.1.4.1.9.6.1.34.571.1,CISCO,WAP571,Wireless Access Point (WAP),Wireless Access Point (WAP)
2599,1.3.6.1.4.1.9.6.1.72.2000.2,CISCO,SGE 2000,Switch,Switch
2600,1.3.6.1.4.1.9.6.1.72.2010.2,CISCO,SGE 2010,Switch,Switch
2601,1.3.6.1.4.1.9.6.1.73.2000.3,CISCO,SGE 2000P,Switch,Switch
2602,1.3.6.1.4.1.9.6.1.80.24.1,CISCO,SF500-24 24-PORT 10/100 STACKABLE MANAGED SWI…,Switch,Switch
2603,1.3.6.1.4.1.9.6.1.80.24.2,CISCO,SF500-24,Switch,Switch
2604,1.3.6.1.4.1.9.6.1.80.24.3,CISCO,SF500-24MP 24-PORT 10/100 MAX POE+ STACKABLE …,Switch,Switch
2605,1.3.6.1.4.1.9.6.1.80.48.1,CISCO,SF500-48 48-PORT 10/100 STACKABLE MANAGED SWI…,Switch,Switch
2606,1.3.6.1.4.1.9.6.1.80.48.2,CISCO,SF500-48P 48P-PORT 10/100 POE STACKABLE MANAG…,Switch,Switch
2607,1.3.6.1.4.1.9.6.1.80.48.3,CISCO,SF500-48MP 48-PORT 10/100 MAX POE+ STACKABLE …,Switch,Switch
2608,1.3.6.1.4.1.9.6.1.81.28.1,CISCO,SG500-28 28-PORT GIGABIT STACKABLE MANAGED SW…,Switch,Switch
2609,1.3.6.1.4.1.9.6.1.81.28.2,CISCO,SG500-28P 28-PORT GIGABIT POE STACKABLE MANAG…,Switch,Switch
2610,1.3.6.1.4.1.9.6.1.81.28.3,CISCO,SG500-28MPP 28-PORT GIGABIT MAX POE+ STACKABL…,Switch,Switch
2611,1.3.6.1.4.1.9.6.1.81.52.1,CISCO,SG500-52,Switch,Switch
2612,1.3.6.1.4.1.9.6.1.81.52.2,CISCO,SG500-52P 52-PORT GIGABIT POE STACKABLE MANAG…,Switch,Switch
2613,1.3.6.1.4.1.9.6.1.81.52.3,CISCO,SG500-52MP 52-PORT GIGABIT MAX POE+ STACKABLE…,Switch,Switch
2614,1.3.6.1.4.1.9.6.1.82.08.2,CISCO,SF302-08PP 8-PORT 10/100 POE+ MANAGED SWITCH,Switch,Switch
2615,1.3.6.1.4.1.9.6.1.82.08.3,CISCO,SF302-08MPP 8-PORT 10/100 MAX POE+ MANAGED SW…,Switch,Switch
2616,1.3.6.1.4.1.9.6.1.82.24.1,CISCO,SF300-24PP,Switch,Switch
2617,1.3.6.1.4.1.9.6.1.82.24.2,CISCO,SF300-24P,Switch,Switch
2618,1.3.6.1.4.1.9.6.1.82.24.3,CISCO,SF300-24MP 24-PORT 10/100 MAX-POE MANAGED SWI…,Switch,Switch
2619,1.3.6.1.4.1.9.6.1.82.48.1,CISCO,SF300-48 48-PORT 10/100 MANAGED SWITCH WITH G…,Switch,Switch
2620,1.3.6.1.4.1.9.6.1.82.48.2,CISCO,SF300-48P,Switch,Switch
2621,1.3.6.1.4.1.9.6.1.82.8.1,CISCO,SF302-08,Switch,Switch
2622,1.3.6.1.4.1.9.6.1.82.8.2,CISCO,SF302-08PP 8-PORT 10/100 POE+ MANAGED SWITCH,Switch,Switch
2623,1.3.6.1.4.1.9.6.1.82.8.3,CISCO,SF302-08MP,Switch,Switch
2624,1.3.6.1.4.1.9.6.1.82.8.4,CISCO,SF300-08 8-PORT 10/100 MANAGED SWITCH,Switch,Switch
2625,1.3.6.1.4.1.9.6.1.83.10.1,CISCO,SG300-10,Switch,Switch
2626,1.3.6.1.4.1.9.6.1.83.10.2,CISCO,SG300-10PP,Switch,Switch
2627,1.3.6.1.4.1.9.6.1.83.10.3,CISCO,SG300-10MPP,Switch,Switch
2628,1.3.6.1.4.1.9.6.1.83.10.5,CISCO,SG300-10SFP 10-PORT GIGABIT MANAGED SFP SWITC…,Switch,Switch
2629,1.3.6.1.4.1.9.6.1.83.20.1,CISCO,SG300-20,Switch,Switch
2630,1.3.6.1.4.1.9.6.1.83.28.1,CISCO,SG300-28,Switch,Switch
2631,1.3.6.1.4.1.9.6.1.83.28.2,CISCO,SG300-24P,Switch,Switch
2632,1.3.6.1.4.1.9.6.1.83.28.3,CISCO,SG300-28MP,Switch,Switch
2633,1.3.6.1.4.1.9.6.1.83.28.5,CISCO,SG300-28SFP 28-PORT GIGABIT SFP MANAGED SWITC…,Switch,Switch
2634,1.3.6.1.4.1.9.6.1.83.52.1,CISCO,SG300-52,Switch,Switch
2635,1.3.6.1.4.1.9.6.1.83.52.2,CISCO,SG300-52P,Switch,Switch
2636,1.3.6.1.4.1.9.6.1.83.52.3,CISCO,SG300-52MP,Switch,Switch
2637,1.3.6.1.4.1.9.6.1.84.24.1,CISCO,SF220-24 24-PORT 10/100 SMART PLUS SWITCH,Switch,Switch
2638,1.3.6.1.4.1.9.6.1.84.24.2,CISCO,SF220-24P 24-PORT 10/100 POE SMART PLUS SWITC…,Switch,Switch
2639,1.3.6.1.4.1.9.6.1.84.48.1,CISCO,SF220-48 48-PORT 10/100 SMART PLUS SWITCH,Switch,Switch
2640,1.3.6.1.4.1.9.6.1.84.48.2,CISCO,SF220-48P 48-PORT 10/100 POE SMART PLUS SWITC…,Switch,Switch
2641,1.3.6.1.4.1.9.6.1.85.16.7,CISCO,SG500XG-8F8T 16-PORT 10-GIGABIT STACKABLE MAN…,Switch,Switch
2642,1.3.6.1.4.1.9.6.1.85.24.1,CISCO,SG500X-24 24-PORT GIGABIT WITH 4-PORT 10-GIGA…,Switch,Switch
2643,1.3.6.1.4.1.9.6.1.85.24.2,CISCO,SG500X-24P 24-PORT GIGABIT POE WITH 4-PORT 10…,Switch,Switch
2644,1.3.6.1.4.1.9.6.1.85.24.3,CISCO,SG500X-24MPP 24-PORT GIG PLUS 4 10-GIG MAX PO…,Switch,Switch
2645,1.3.6.1.4.1.9.6.1.85.48.1,CISCO,SG500X-48 48-PORT GIGABIT WITH 4-PORT 10-GIGA…,Switch,Switch
2646,1.3.6.1.4.1.9.6.1.85.48.2,CISCO,SG500X-48P 48-PORT GIGABIT POE WITH 4-PORT 10…,Switch,Switch
2647,1.3.6.1.4.1.9.6.1.85.48.3,CISCO,SG500X-48MPP 48-PORT GIG PLUS 4 10-GIG MAX PO…,Switch,Switch
2648,1.3.6.1.4.1.9.6.1.86.48.1,CISCO,ESW2-550X-48 ADVANCED MANAGED SWITCH,Switch,Switch
2649,1.3.6.1.4.1.9.6.1.86.48.6,CISCO,ESW2-550X-48DC ADVANCED MANAGED SWITCH,Switch,Switch
2650,1.3.6.1.4.1.9.6.1.86.52.1,CISCO,ESW2-350G-52 52-PORT GIGABIT MANAGED SWITCH,Switch,Switch
2651,1.3.6.1.4.1.9.6.1.86.52.6,CISCO,ESW2-350G-52DC ADVANCED MANAGED SWITCH,Switch,Switch
2652,1.3.6.1.4.1.9.6.1.88.18.1,CISCO,SG200-18,Switch,Switch
2653,1.3.6.1.4.1.9.6.1.89.26.1,CISCO,SG220-26 26-PORT GIGABIT SMART PLUS SWITCH,Switch,Switch
2654,1.3.6.1.4.1.9.6.1.89.26.2,CISCO,SG220-26P,Switch,Switch
2655,1.3.6.1.4.1.9.6.1.89.28.3,CISCO,SG220-28MP 28-PORT GIGABIT POE SMART PLUS SWI…,Switch,Switch
2656,1.3.6.1.4.1.9.6.1.89.28.5,CISCO,SG220-28 28-PORT GIGABIT SMART PLUS SWITCH,Switch,Switch
2657,1.3.6.1.4.1.9.6.1.89.50.1,CISCO,SG220-50 50-PORT GIGABIT SMART PLUS SWITCH,Switch,Switch
2658,1.3.6.1.4.1.9.6.1.89.50.2,CISCO,SG220-50P 50-PORT GIGABIT POE SMART PLUS SWIT…,Switch,Switch
2659,1.3.6.1.4.1.9.6.1.89.52.5,CISCO,SG220-52 52-PORT GIGABIT SMART PLUS SWITCH,Switch,Switch
2660,1.3.6.1.4.1.9.6.1.90.16.9,CISCO,SG550XG-8F8T 16-PORT 10G STACKABLE MANAGED SW…,Switch,Switch
2661,1.3.6.1.4.1.9.6.1.90.24.8,CISCO,SG550XG-24F 24-PORT 10G SFP+ STACKABLE MANAGE…,Switch,Switch
2662,1.3.6.1.4.1.9.6.1.90.24.9,CISCO,SG550XG-24T 24-PORT 10GBASE-T STACKABLE MANAG…,Switch,Switch
2663,1.3.6.1.4.1.9.6.1.90.48.9,CISCO,SG550XG-48T 48-PORT 10GBASE-T STACKABLE MANAG…,Switch,Switch
2664,1.3.6.1.4.1.9.6.1.91.12.9,CISCO,SG350XG-2F10,Switch,Switch
2665,1.3.6.1.4.1.9.6.1.91.24.8,CISCO,SG350XG-24F 24-PORT 10G SFP+ STACKABLE MANAGE…,Switch,Switch
2666,1.3.6.1.4.1.9.6.1.91.24.9,CISCO,SG350XG-24T 24-PORT 10GBASE-T STACKABLE MANAG…,Switch,Switch
2667,1.3.6.1.4.1.9.6.1.91.48.9,CISCO,SG350XG-48T 48-PORT 10GBASE-T STACKABLE MANAG…,Switch,Switch
2668,1.3.6.1.4.1.9.6.1.92.24.1,CISCO,SF550X-24,Switch,Switch
2669,1.3.6.1.4.1.9.6.1.92.24.5,CISCO,SF550X-24P,Switch,Switch
2670,1.3.6.1.4.1.9.6.1.92.24.6,CISCO,SF550X-24MP,Switch,Switch
2671,1.3.6.1.4.1.9.6.1.92.48.1,CISCO,SF550X-48,Switch,Switch
2672,1.3.6.1.4.1.9.6.1.92.48.5,CISCO,SF550X-48P,Switch,Switch
2673,1.3.6.1.4.1.9.6.1.92.48.6,CISCO,SF550X-48MP,Switch,Switch
2674,1.3.6.1.4.1.9.6.1.93.24.1,CISCO,SG550X-24,Switch,Switch
2675,1.3.6.1.4.1.9.6.1.93.24.5,CISCO,SG550X-24P,Switch,Switch
2676,1.3.6.1.4.1.9.6.1.93.24.6,CISCO,SG550X-24MP,Switch,Switch
2677,1.3.6.1.4.1.9.6.1.93.24.7,CISCO,SG550X-24MPP,Switch,Switch
2678,1.3.6.1.4.1.9.6.1.93.48.1,CISCO,SG550X-48,Switch,Switch
2679,1.3.6.1.4.1.9.6.1.93.48.5,CISCO,SG550X-48P,Switch,Switch
2680,1.3.6.1.4.1.9.6.1.93.48.6,CISCO,SG550X-48MP,Switch,Switch
2681,1.3.6.1.4.1.9.6.1.94.24.1,CISCO,SG350X-24,Switch,Switch
2682,1.3.6.1.4.1.9.6.1.94.24.11,CISCO,SG350X-24PD 24-PORT 2.5G POE STACKABLE MANAGE…,Switch,Switch
2683,1.3.6.1.4.1.9.6.1.94.24.5,CISCO,SG350X-24P,Switch,Switch
2684,1.3.6.1.4.1.9.6.1.94.24.6,CISCO,SG350X-24MP,Switch,Switch
2685,1.3.6.1.4.1.9.6.1.94.48.1,CISCO,SG350X-48,Switch,Switch
2686,1.3.6.1.4.1.9.6.1.94.48.5,CISCO,SG350X-48P,Switch,Switch
2687,1.3.6.1.4.1.9.6.1.94.48.6,CISCO,SG350X-48MP,Switch,Switch
2688,1.3.6.1.4.1.9.6.1.94.8.12,CISCO,SG350X-8PMD 8-PORT 2.5G POE STACKABLE MANAGED…,Switch,Switch
2689,1.3.6.1.4.1.9.6.1.95.10.10,CISCO,SG355-10P 10-PORT GIGABIT POE MANAGED SWITCH,Switch,Switch
2690,1.3.6.1.4.1.9.6.1.95.10.3,CISCO,SG350-10,Switch,Switch
2691,1.3.6.1.4.1.9.6.1.95.10.5,CISCO,SG350-10P,Switch,Switch
2692,1.3.6.1.4.1.9.6.1.95.10.6,CISCO,SG350-10MP 10-PORT GIGABIT POE MANAGED SWITCH,Switch,Switch
2693,1.3.6.1.4.1.9.6.1.95.28.1,CISCO,SG350-28,Switch,Switch
2694,1.3.6.1.4.1.9.6.1.95.28.5,CISCO,SG350-28P,Switch,Switch
2695,1.3.6.1.4.1.9.6.1.95.28.6,CISCO,SG350-28MP 28-PORT GIGABIT POE MANAGED SWITCH,Switch,Switch
2696,1.3.6.1.4.1.9.6.1.95.52.1,CISCO,SG350-52,Switch,Switch
2697,1.3.6.1.4.1.9.6.1.95.8.11,CISCO,SG350-8PD 8-PORT 2.5G POE MANAGED SWITCH,Switch,Switch
2698,1.3.6.1.4.1.9.6.1.96.24.5,CISCO,SF350-24P 24-PORT 10/100 POE MANAGED SWITCH,Switch,Switch
2699,1.3.6.1.4.1.9.6.1.96.48.1,CISCO,SF350-48 48-PORT 10/100 MANAGED SWITCH,Switch,Switch
2700,1.3.6.1.4.1.9.6.1.96.48.5,CISCO,SF350-48P 48-PORT 10/100 POE MANAGED SWITCH,Switch,Switch
2701,1.3.6.1.4.1.9.6.1.96.48.6,CISCO,SF350-48MP 48-PORT 10/100 POE MANAGED SWITCH,Switch,Switch
2702,1.3.6.1.4.1.9.6.1.96.8.5,CISCO,SF352-08P 8-PORT 10/100 POE MANAGED SWITCH,Switch,Switch
2703,1.3.6.1.4.1.9.6.1.97.26.5,CISCO,SG250-26P,Switch,Switch
2704,1.3.6.1.4.1.9.6.1.97.8.3,CISCO,SG250-08,Switch,Switch
2705,1.3.6.1.4.1.9.6.2.1.1.1.1,CISCO,MS200X-24 24-PORT 10/100 ETHERNET ACCESS SWIT…,Switch,Switch
2706,1.3.6.1.4.1.9.6.2.1.1.1.2,CISCO,MS200X-24P 24-PORT 10/100 POE ETHERNET ACCESS…,Switch,Switch
2707,1.3.6.1.4.1.9.6.2.1.1.1.3,CISCO,MS200X-24S 24-PORT 10/100 ETHERNET ACCESS SWI…,Switch,Switch
2708,1.3.6.1.4.1.9.9.368.4.2,CISCO,CSS 11800,Switch,Switch
2709,1.3.6.1.4.1.9.9.368.4.3,CISCO,CSS 11500,Switch,Switch
2710,1.3.6.1.4.1.9.9.368.4.4,CISCO,CSS 11050,Switch,Switch
2711,1.3.6.1.4.1.9.9.368.4.5,CISCO,CSS 11503,Switch,Switch
2712,1.3.6.1.4.1.9.9.368.4.6,CISCO,CSS 11506,Switch,Switch
2713,1.3.6.1.4.1.9.9.368.4.7,CISCO,CSS 11501,Switch,Switch
2714,1.3.6.1.4.1.9.9.809.1.1.2,CISCO,WEBEX MEETINGS SERVER,Server,Server
2715,1.3.6.1.4.1.2636.1.1.1.1.1,JUNIPER,M40,Router,Router
2716,1.3.6.1.4.1.2636.1.1.1.1.2,JUNIPER,M20,Router,Router
2717,1.3.6.1.4.1.2636.1.1.1.1.3,JUNIPER,M160,Router,Router
2718,1.3.6.1.4.1.2636.1.1.1.1.4,JUNIPER,M10,Router,Router
2719,1.3.6.1.4.1.2636.1.1.1.1.5,JUNIPER,M5,Router,Router
2720,1.3.6.1.4.1.2636.1.1.1.2.1,JUNIPER,M40,Router,Router
2721,1.3.6.1.4.1.2636.1.1.1.2.10,JUNIPER,M7I,Router,Router
2722,1.3.6.1.4.1.2636.1.1.1.2.100,JUNIPER,QFX3100,Switch,Switch
2723,1.3.6.1.4.1.2636.1.1.1.2.101,JUNIPER,LN2800,Router,Router
2724,1.3.6.1.4.1.2636.1.1.1.2.102,JUNIPER,EX9214,Switch,Switch
2725,1.3.6.1.4.1.2636.1.1.1.2.103,JUNIPER,EX9208,Switch,Switch
2726,1.3.6.1.4.1.2636.1.1.1.2.104,JUNIPER,EX9204,Switch,Switch
2727,1.3.6.1.4.1.2636.1.1.1.2.105,JUNIPER,SRX5400,Router,Router
2728,1.3.6.1.4.1.2636.1.1.1.2.108,JUNIPER,VMX,Router,Router
2729,1.3.6.1.4.1.2636.1.1.1.2.109,JUNIPER,EX4600-40F,Switch,Switch
2730,1.3.6.1.4.1.2636.1.1.1.2.11,JUNIPER,M10I,Router,Router
2731,1.3.6.1.4.1.2636.1.1.1.2.110,JUNIPER,VIRTUAL ROUTE REFLECTOR (VRR),Router,Router
2732,1.3.6.1.4.1.2636.1.1.1.2.111,JUNIPER,MX104,Router,Router
2733,1.3.6.1.4.1.2636.1.1.1.2.113,JUNIPER,ACX1000,Router,Router
2734,1.3.6.1.4.1.2636.1.1.1.2.114,JUNIPER,ACX2000,Router,Router
2735,1.3.6.1.4.1.2636.1.1.1.2.115,JUNIPER,ACX1100,Router,Router
2736,1.3.6.1.4.1.2636.1.1.1.2.116,JUNIPER,ACX2100,Router,Router
2737,1.3.6.1.4.1.2636.1.1.1.2.117,JUNIPER,ACX2200,Router,Router
2738,1.3.6.1.4.1.2636.1.1.1.2.118,JUNIPER,ACX4000,Router,Router
2739,1.3.6.1.4.1.2636.1.1.1.2.119,JUNIPER,ACX500,Router,Router
2740,1.3.6.1.4.1.2636.1.1.1.2.120,JUNIPER,ACX500,Router,Router
2741,1.3.6.1.4.1.2636.1.1.1.2.121,JUNIPER,ACX500-O,Router,Router
2742,1.3.6.1.4.1.2636.1.1.1.2.122,JUNIPER,ACX500-O,Router,Router
2743,1.3.6.1.4.1.2636.1.1.1.2.123,JUNIPER,ACX500-O-POE,Router,Router
2744,1.3.6.1.4.1.2636.1.1.1.2.124,JUNIPER,ACX500-O-POE,Router,Router
2745,1.3.6.1.4.1.2636.1.1.1.2.126,JUNIPER,ACX5048,Router,Router
2746,1.3.6.1.4.1.2636.1.1.1.2.127,JUNIPER,ACX5096,Router,Router
2747,1.3.6.1.4.1.2636.1.1.1.2.128,JUNIPER,LN1000CC,Router,Router
2748,1.3.6.1.4.1.2636.1.1.1.2.129,JUNIPER,VSRX,Router,Router
2749,1.3.6.1.4.1.2636.1.1.1.2.13,JUNIPER,J2300,Router,Router
2750,1.3.6.1.4.1.2636.1.1.1.2.130,JUNIPER,PTX1000,Router,Router
2751,1.3.6.1.4.1.2636.1.1.1.2.131,JUNIPER,EX3400,Switch,Switch
2752,1.3.6.1.4.1.2636.1.1.1.2.132,JUNIPER,EX2300,Switch,Switch
2753,1.3.6.1.4.1.2636.1.1.1.2.133,JUNIPER,SRX300,Router,Router
2754,1.3.6.1.4.1.2636.1.1.1.2.134,JUNIPER,SRX320,Router,Router
2755,1.3.6.1.4.1.2636.1.1.1.2.135,JUNIPER,SRX340,Router,Router
2756,1.3.6.1.4.1.2636.1.1.1.2.136,JUNIPER,SRX345,Router,Router
2757,1.3.6.1.4.1.2636.1.1.1.2.137,JUNIPER,SRX 1500,Router,Router
2758,1.3.6.1.4.1.2636.1.1.1.2.139,JUNIPER,MX10003,Router,Router
2759,1.3.6.1.4.1.2636.1.1.1.2.14,JUNIPER,J4300,Router,Router
2760,1.3.6.1.4.1.2636.1.1.1.2.140,JUNIPER,SRX4600,Router,Router
2761,1.3.6.1.4.1.2636.1.1.1.2.141,JUNIPER,SRX4800,Router,Router
2762,1.3.6.1.4.1.2636.1.1.1.2.142,JUNIPER,SRX4100,Router,Router
2763,1.3.6.1.4.1.2636.1.1.1.2.143,JUNIPER,SRX4200,Router,Router
2764,1.3.6.1.4.1.2636.1.1.1.2.144,JUNIPER,MX204,Router,Router
2765,1.3.6.1.4.1.2636.1.1.1.2.145,JUNIPER,MX2008,Router,Router
2766,1.3.6.1.4.1.2636.1.1.1.2.146,JUNIPER,MXTSR80,Router,Router
2767,1.3.6.1.4.1.2636.1.1.1.2.147,JUNIPER,PTX10008,Router,Router
2768,1.3.6.1.4.1.2636.1.1.1.2.148,JUNIPER,ACX5448,Router,Router
2769,1.3.6.1.4.1.2636.1.1.1.2.15,JUNIPER,J6300,Router,Router
2770,1.3.6.1.4.1.2636.1.1.1.2.150,JUNIPER,PTX10016,Router,Router
2771,1.3.6.1.4.1.2636.1.1.1.2.151,JUNIPER,EX9251,Switch,Switch
2772,1.3.6.1.4.1.2636.1.1.1.2.152,JUNIPER,MX150,Router,Router
2773,1.3.6.1.4.1.2636.1.1.1.2.153,JUNIPER,MX10001,Router,Router
2774,1.3.6.1.4.1.2636.1.1.1.2.154,JUNIPER,MX10008,Router,Router
2775,1.3.6.1.4.1.2636.1.1.1.2.155,JUNIPER,MX10016,Router,Router
2776,1.3.6.1.4.1.2636.1.1.1.2.156,JUNIPER,EX9253,Switch,Switch
2777,1.3.6.1.4.1.2636.1.1.1.2.157,JUNIPER,JRR200,Router,Router
2778,1.3.6.1.4.1.2636.1.1.1.2.158,JUNIPER,ACX5448M,Router,Router
2779,1.3.6.1.4.1.2636.1.1.1.2.159,JUNIPER,ACX5448D,Router,Router
2780,1.3.6.1.4.1.2636.1.1.1.2.16,JUNIPER,IRM,Not Found,Not Found
2781,1.3.6.1.4.1.2636.1.1.1.2.160,JUNIPER,ACX6360OR,Router,Router
2782,1.3.6.1.4.1.2636.1.1.1.2.161,JUNIPER,ACX6360OX,Router,Router
2783,1.3.6.1.4.1.2636.1.1.1.2.162,JUNIPER,ACX710,Router,Router
2784,1.3.6.1.4.1.2636.1.1.1.2.163,JUNIPER,ACX5800,Router,Router
2785,1.3.6.1.4.1.2636.1.1.1.2.164,JUNIPER,SRX380,Router,Router
2786,1.3.6.1.4.1.2636.1.1.1.2.165,JUNIPER,EX4400,Switch,Switch
2787,1.3.6.1.4.1.2636.1.1.1.2.166,JUNIPER,R6675,Router,Router
2788,1.3.6.1.4.1.2636.1.1.1.2.17,JUNIPER,TX MATRIX,Router,Router
2789,1.3.6.1.4.1.2636.1.1.1.2.17.1,JUNIPER,TX ROUTING NODE (LCC0),Router,Router
2790,1.3.6.1.4.1.2636.1.1.1.2.17.2,JUNIPER,TX ROUTING NODE (LCC1),Router,Router
2791,1.3.6.1.4.1.2636.1.1.1.2.17.3,JUNIPER,TX ROUTING NODE (LCC2),Router,Router
